,continent,date,new_cases
0,Africa,2020-02-07,0.0
1,Africa,2020-02-08,0.0
2,Africa,2020-02-09,0.0
3,Africa,2020-02-10,0.0
4,Africa,2020-02-11,0.0
5,Africa,2020-02-12,0.0
6,Africa,2020-02-13,0.0
7,Africa,2020-02-14,1.0
8,Africa,2020-02-15,0.0
9,Africa,2020-02-16,0.0
10,Africa,2020-02-17,0.0
11,Africa,2020-02-18,0.0
12,Africa,2020-02-19,0.0
13,Africa,2020-02-20,0.0
14,Africa,2020-02-21,0.0
15,Africa,2020-02-22,0.0
16,Africa,2020-02-23,0.0
17,Africa,2020-02-24,0.0
18,Africa,2020-02-25,1.0
19,Africa,2020-02-26,0.0
20,Africa,2020-02-27,0.0
21,Africa,2020-02-28,1.0
22,Africa,2020-02-29,0.0
23,Africa,2020-03-01,1.0
24,Africa,2020-03-02,4.0
25,Africa,2020-03-03,3.0
26,Africa,2020-03-04,10.0
27,Africa,2020-03-05,3.0
28,Africa,2020-03-06,19.0
29,Africa,2020-03-07,0.0
30,Africa,2020-03-08,40.0
31,Africa,2020-03-09,8.0
32,Africa,2020-03-10,13.0
33,Africa,2020-03-11,14.0
34,Africa,2020-03-12,16.0
35,Africa,2020-03-13,42.0
36,Africa,2020-03-14,76.0
37,Africa,2020-03-15,65.0
38,Africa,2020-03-16,87.0
39,Africa,2020-03-17,88.0
40,Africa,2020-03-18,118.0
41,Africa,2020-03-19,178.0
42,Africa,2020-03-20,182.0
43,Africa,2020-03-21,206.0
44,Africa,2020-03-22,253.0
45,Africa,2020-03-23,383.0
46,Africa,2020-03-24,438.0
47,Africa,2020-03-25,523.0
48,Africa,2020-03-26,526.0
49,Africa,2020-03-27,580.0
50,Africa,2020-03-28,343.0
51,Africa,2020-03-29,564.0
52,Africa,2020-03-30,395.0
53,Africa,2020-03-31,586.0
54,Africa,2020-04-01,599.0
55,Africa,2020-04-02,656.0
56,Africa,2020-04-03,881.0
57,Africa,2020-04-04,682.0
58,Africa,2020-04-05,685.0
59,Africa,2020-04-06,716.0
60,Africa,2020-04-07,628.0
61,Africa,2020-04-08,806.0
62,Africa,2020-04-09,793.0
63,Africa,2020-04-10,694.0
64,Africa,2020-04-11,714.0
65,Africa,2020-04-12,869.0
66,Africa,2020-04-13,772.0
67,Africa,2020-04-14,971.0
68,Africa,2020-04-15,965.0
69,Africa,2020-04-16,1168.0
70,Africa,2020-04-17,1403.0
71,Africa,2020-04-18,1309.0
72,Africa,2020-04-19,1197.0
73,Africa,2020-04-20,1163.0
74,Africa,2020-04-21,1076.0
75,Africa,2020-04-22,1403.0
76,Africa,2020-04-23,1437.0
77,Africa,2020-04-24,1705.0
78,Africa,2020-04-25,1244.0
79,Africa,2020-04-26,1532.0
80,Africa,2020-04-27,1337.0
81,Africa,2020-04-28,1619.0
82,Africa,2020-04-29,2023.0
83,Africa,2020-04-30,1946.0
84,Africa,2020-05-01,1715.0
85,Africa,2020-05-02,2243.0
86,Africa,2020-05-03,1592.0
87,Africa,2020-05-04,2654.0
88,Africa,2020-05-05,2042.0
89,Africa,2020-05-06,2542.0
90,Africa,2020-05-07,2487.0
91,Africa,2020-05-08,3625.0
92,Africa,2020-05-09,2860.0
93,Africa,2020-05-10,2579.0
94,Africa,2020-05-11,3066.0
95,Africa,2020-05-12,3167.0
96,Africa,2020-05-13,2914.0
97,Africa,2020-05-14,3118.0
98,Africa,2020-05-15,2926.0
99,Africa,2020-05-16,3003.0
100,Africa,2020-05-17,3314.0
101,Africa,2020-05-18,3668.0
102,Africa,2020-05-19,3220.0
103,Africa,2020-05-20,3791.0
104,Africa,2020-05-21,4799.0
105,Africa,2020-05-22,3868.0
106,Africa,2020-05-23,3865.0
107,Africa,2020-05-24,4120.0
108,Africa,2020-05-25,4128.0
109,Africa,2020-05-26,3711.0
110,Africa,2020-05-27,5080.0
111,Africa,2020-05-28,4916.0
112,Africa,2020-05-29,5746.0
113,Africa,2020-05-30,6118.0
114,Africa,2020-05-31,5247.0
115,Africa,2020-06-01,5785.0
116,Africa,2020-06-02,4878.0
117,Africa,2020-06-03,5097.0
118,Africa,2020-06-04,7106.0
119,Africa,2020-06-05,7186.0
120,Africa,2020-06-06,6599.0
121,Africa,2020-06-07,6334.0
122,Africa,2020-06-08,6651.0
123,Africa,2020-06-09,6470.0
124,Africa,2020-06-10,6545.0
125,Africa,2020-06-11,7403.0
126,Africa,2020-06-12,8079.0
127,Africa,2020-06-13,8087.0
128,Africa,2020-06-14,8780.0
129,Africa,2020-06-15,9593.0
130,Africa,2020-06-16,7642.0
131,Africa,2020-06-17,8736.0
132,Africa,2020-06-18,8235.0
133,Africa,2020-06-19,9813.0
134,Africa,2020-06-20,11349.0
135,Africa,2020-06-21,9437.0
136,Africa,2020-06-22,8987.0
137,Africa,2020-06-23,9076.0
138,Africa,2020-06-24,11349.0
139,Africa,2020-06-25,11942.0
140,Africa,2020-06-26,11598.0
141,Africa,2020-06-27,12237.0
142,Africa,2020-06-28,10608.0
143,Africa,2020-06-29,11130.0
144,Africa,2020-06-30,11608.0
145,Africa,2020-07-01,13213.0
146,Africa,2020-07-02,14202.0
147,Africa,2020-07-03,15160.0
148,Africa,2020-07-04,15485.0
149,Africa,2020-07-05,13635.0
150,Africa,2020-07-06,13740.0
151,Africa,2020-07-07,17466.0
152,Africa,2020-07-08,14743.0
153,Africa,2020-07-09,19190.0
154,Africa,2020-07-10,17705.0
155,Africa,2020-07-11,18786.0
156,Africa,2020-07-12,16717.0
157,Africa,2020-07-13,16069.0
158,Africa,2020-07-14,14450.0
159,Africa,2020-07-15,18032.0
160,Africa,2020-07-16,20445.0
161,Africa,2020-07-17,19539.0
162,Africa,2020-07-18,19012.0
163,Africa,2020-07-19,18569.0
164,Africa,2020-07-20,15512.0
165,Africa,2020-07-21,13879.0
166,Africa,2020-07-22,19609.0
167,Africa,2020-07-23,18470.0
168,Africa,2020-07-24,22095.0
169,Africa,2020-07-25,18144.0
170,Africa,2020-07-26,18308.0
171,Africa,2020-07-27,13454.0
172,Africa,2020-07-28,13501.0
173,Africa,2020-07-29,17640.0
174,Africa,2020-07-30,17417.0
175,Africa,2020-07-31,19002.0
176,Africa,2020-08-01,16922.0
177,Africa,2020-08-02,12734.0
178,Africa,2020-08-03,10864.0
179,Africa,2020-08-04,9920.0
180,Africa,2020-08-05,15359.0
181,Africa,2020-08-06,14330.0
182,Africa,2020-08-07,13489.0
183,Africa,2020-08-08,14222.0
184,Africa,2020-08-09,12357.0
185,Africa,2020-08-10,9132.0
186,Africa,2020-08-11,7875.0
187,Africa,2020-08-12,9256.0
188,Africa,2020-08-13,10405.0
189,Africa,2020-08-14,12544.0
190,Africa,2020-08-15,11812.0
191,Africa,2020-08-16,9958.0
192,Africa,2020-08-17,8852.0
193,Africa,2020-08-18,8652.0
194,Africa,2020-08-19,10890.0
195,Africa,2020-08-20,10612.0
196,Africa,2020-08-21,10273.0
197,Africa,2020-08-22,10433.0
198,Africa,2020-08-23,9053.0
199,Africa,2020-08-24,7612.0
200,Africa,2020-08-25,7537.0
201,Africa,2020-08-26,8856.0
202,Africa,2020-08-27,8548.0
203,Africa,2020-08-28,8109.0
204,Africa,2020-08-29,8364.0
205,Africa,2020-08-30,8470.0
206,Africa,2020-08-31,6813.0
207,Africa,2020-09-01,7163.0
208,Africa,2020-09-02,8714.0
209,Africa,2020-09-03,7746.0
210,Africa,2020-09-04,8579.0
211,Africa,2020-09-05,7392.0
212,Africa,2020-09-06,7822.0
213,Africa,2020-09-07,6873.0
214,Africa,2020-09-08,7679.0
215,Africa,2020-09-09,8294.0
216,Africa,2020-09-10,8048.0
217,Africa,2020-09-11,8695.0
218,Africa,2020-09-12,7408.0
219,Africa,2020-09-13,6745.0
220,Africa,2020-09-14,6481.0
221,Africa,2020-09-15,6556.0
222,Africa,2020-09-16,7327.0
223,Africa,2020-09-17,8602.0
224,Africa,2020-09-18,8168.0
225,Africa,2020-09-19,8728.0
226,Africa,2020-09-20,8420.0
227,Africa,2020-09-21,6146.0
228,Africa,2020-09-22,6838.0
229,Africa,2020-09-23,8726.0
230,Africa,2020-09-24,8186.0
231,Africa,2020-09-25,7978.0
232,Africa,2020-09-26,6412.0
233,Africa,2020-09-27,8368.0
234,Africa,2020-09-28,5667.0
235,Africa,2020-09-29,7511.0
236,Africa,2020-09-30,8430.0
237,Africa,2020-10-01,7265.0
238,Africa,2020-10-02,8849.0
239,Africa,2020-10-03,8828.0
240,Africa,2020-10-04,8093.0
241,Africa,2020-10-05,4707.0
242,Africa,2020-10-06,6595.0
243,Africa,2020-10-07,10554.0
244,Africa,2020-10-08,10904.0
245,Africa,2020-10-09,8563.0
246,Africa,2020-10-10,13531.0
247,Africa,2020-10-11,8978.0
248,Africa,2020-10-12,5877.0
249,Africa,2020-10-13,7840.0
250,Africa,2020-10-14,11512.0
251,Africa,2020-10-15,9107.0
252,Africa,2020-10-16,10680.0
253,Africa,2020-10-17,14267.0
254,Africa,2020-10-18,8193.0
255,Africa,2020-10-19,9685.0
256,Africa,2020-10-20,9787.0
257,Africa,2020-10-21,10479.0
258,Africa,2020-10-22,10966.0
259,Africa,2020-10-23,10418.0
260,Africa,2020-10-24,11761.0
261,Africa,2020-10-25,9096.0
262,Africa,2020-10-26,10691.0
263,Africa,2020-10-27,8672.0
264,Africa,2020-10-28,11903.0
265,Africa,2020-10-29,11066.0
266,Africa,2020-10-30,13604.0
267,Africa,2020-10-31,11074.0
268,Africa,2020-11-01,10293.0
269,Africa,2020-11-02,7576.0
270,Africa,2020-11-03,10875.0
271,Africa,2020-11-04,14009.0
272,Africa,2020-11-05,15391.0
273,Africa,2020-11-06,11718.0
274,Africa,2020-11-07,15019.0
275,Africa,2020-11-08,12504.0
276,Africa,2020-11-09,8897.0
277,Africa,2020-11-10,13164.0
278,Africa,2020-11-11,14017.0
279,Africa,2020-11-12,15757.0
280,Africa,2020-11-13,14663.0
281,Africa,2020-11-14,14087.0
282,Africa,2020-11-15,12560.0
283,Africa,2020-11-16,10317.0
284,Africa,2020-11-17,12873.0
285,Africa,2020-11-18,15285.0
286,Africa,2020-11-19,13926.0
287,Africa,2020-11-20,15744.0
288,Africa,2020-11-21,13357.0
289,Africa,2020-11-22,12795.0
290,Africa,2020-11-23,10075.0
291,Africa,2020-11-24,12504.0
292,Africa,2020-11-25,14646.0
293,Africa,2020-11-26,13933.0
294,Africa,2020-11-27,16039.0
295,Africa,2020-11-28,13401.0
296,Africa,2020-11-29,13077.0
297,Africa,2020-11-30,10341.0
298,Africa,2020-12-01,10837.0
299,Africa,2020-12-02,16411.0
300,Africa,2020-12-03,15642.0
301,Africa,2020-12-04,17968.0
302,Africa,2020-12-05,14768.0
303,Africa,2020-12-06,13476.0
304,Africa,2020-12-07,10634.0
305,Africa,2020-12-08,13255.0
306,Africa,2020-12-09,19397.0
307,Africa,2020-12-10,19135.0
308,Africa,2020-12-11,19079.0
309,Africa,2020-12-12,18137.0
310,Africa,2020-12-13,16226.0
311,Africa,2020-12-14,11405.0
312,Africa,2020-12-15,17987.0
313,Africa,2020-12-16,21162.0
314,Africa,2020-12-17,20519.0
315,Africa,2020-12-18,19320.0
316,Africa,2020-12-19,21268.0
317,Africa,2020-12-20,18426.0
318,Africa,2020-12-21,16787.0
319,Africa,2020-12-22,19987.0
320,Africa,2020-12-23,25747.0
321,Africa,2020-12-24,27045.0
322,Africa,2020-12-25,25785.0
323,Africa,2020-12-26,21383.0
324,Africa,2020-12-27,18675.0
325,Africa,2020-12-28,15199.0
326,Africa,2020-12-29,20128.0
327,Africa,2020-12-30,30593.0
328,Africa,2020-12-31,29789.0
329,Africa,2021-01-01,27749.0
330,Africa,2021-01-02,22890.0
331,Africa,2021-01-03,21995.0
332,Africa,2021-01-04,21775.0
333,Africa,2021-01-05,26845.0
334,Africa,2021-01-06,35789.0
335,Africa,2021-01-07,35437.0
336,Africa,2021-01-08,36440.0
337,Africa,2021-01-09,35072.0
338,Africa,2021-01-10,31638.0
339,Africa,2021-01-11,27998.0
340,Africa,2021-01-12,26070.0
341,Africa,2021-01-13,34061.0
342,Africa,2021-01-14,34247.0
343,Africa,2021-01-15,31558.0
344,Africa,2021-01-16,27528.0
345,Africa,2021-01-17,26628.0
346,Africa,2021-01-18,22417.0
347,Africa,2021-01-19,23484.0
348,Africa,2021-01-20,28336.0
349,Africa,2021-01-21,27950.0
350,Africa,2021-01-22,25980.0
351,Africa,2021-01-23,27364.0
352,Africa,2021-01-24,20181.0
353,Africa,2021-01-25,16634.0
354,Africa,2021-01-26,18607.0
355,Africa,2021-01-27,20861.0
356,Africa,2021-01-28,20778.0
357,Africa,2021-01-29,19206.0
358,Africa,2021-01-30,17868.0
359,Africa,2021-01-31,15762.0
360,Africa,2021-02-01,12690.0
361,Africa,2021-02-02,14824.0
362,Africa,2021-02-03,15462.0
363,Africa,2021-02-04,16466.0
364,Africa,2021-02-05,15932.0
365,Africa,2021-02-06,13340.0
366,Africa,2021-02-07,11941.0
367,Africa,2021-02-08,11351.0
368,Africa,2021-02-09,11292.0
369,Africa,2021-02-10,13127.0
370,Africa,2021-02-11,11918.0
371,Africa,2021-02-12,13901.0
372,Africa,2021-02-13,10931.0
373,Africa,2021-02-14,10415.0
374,Africa,2021-02-15,9840.0
375,Africa,2021-02-16,9994.0
376,Africa,2021-02-17,12166.0
377,Africa,2021-02-18,14048.0
378,Africa,2021-02-19,11044.0
379,Africa,2021-02-20,9539.0
380,Africa,2021-02-21,9511.0
381,Africa,2021-02-22,9019.0
382,Africa,2021-02-23,7752.0
383,Africa,2021-02-24,10486.0
384,Africa,2021-02-25,12366.0
385,Africa,2021-02-26,11079.0
386,Africa,2021-02-27,7832.0
387,Africa,2021-02-28,9414.0
388,Africa,2021-03-01,8789.0
389,Africa,2021-03-02,7551.0
390,Africa,2021-03-03,10864.0
391,Africa,2021-03-04,12578.0
392,Africa,2021-03-05,8537.0
393,Africa,2021-03-06,9955.0
394,Africa,2021-03-07,8473.0
395,Africa,2021-03-08,9287.0
396,Africa,2021-03-09,7805.0
397,Africa,2021-03-10,10421.0
398,Africa,2021-03-11,15221.0
399,Africa,2021-03-12,9869.0
400,Africa,2021-03-13,10330.0
401,Africa,2021-03-14,8558.0
402,Africa,2021-03-15,8518.0
403,Africa,2021-03-16,9043.0
404,Africa,2021-03-17,10987.0
405,Africa,2021-03-18,11302.0
406,Africa,2021-03-19,12621.0
407,Africa,2021-03-20,9247.0
408,Africa,2021-03-21,9135.0
409,Africa,2021-03-22,9709.0
410,Africa,2021-03-23,8597.0
411,Africa,2021-03-24,10822.0
412,Africa,2021-03-25,12574.0
413,Africa,2021-03-26,18432.0
414,Africa,2021-03-27,9599.0
415,Africa,2021-03-28,8909.0
416,Africa,2021-03-29,9745.0
417,Africa,2021-03-30,9784.0
418,Africa,2021-03-31,12699.0
419,Africa,2021-04-01,22279.0
420,Africa,2021-04-02,13071.0
421,Africa,2021-04-03,8803.0
422,Africa,2021-04-04,9551.0
423,Africa,2021-04-05,9223.0
424,Africa,2021-04-06,9612.0
425,Africa,2021-04-07,11659.0
426,Africa,2021-04-08,16813.0
427,Africa,2021-04-09,12561.0
428,Africa,2021-04-10,9714.0
429,Africa,2021-04-11,9742.0
430,Africa,2021-04-12,10212.0
431,Africa,2021-04-13,9773.0
432,Africa,2021-04-14,13922.0
433,Africa,2021-04-15,12644.0
434,Africa,2021-04-16,12054.0
435,Africa,2021-04-17,13359.0
436,Africa,2021-04-18,9351.0
437,Africa,2021-04-19,8749.0
438,Africa,2021-04-20,10122.0
439,Africa,2021-04-21,11867.0
440,Africa,2021-04-22,12470.0
441,Africa,2021-04-23,12065.0
442,Africa,2021-04-24,10152.0
443,Africa,2021-04-25,9459.0
444,Africa,2021-04-26,6861.0
445,Africa,2021-04-27,9799.0
446,Africa,2021-04-28,9498.0
447,Africa,2021-04-29,15598.0
448,Africa,2021-04-30,9440.0
449,Africa,2021-05-01,7975.0
450,Africa,2021-05-02,6224.0
451,Africa,2021-05-03,6908.0
452,Africa,2021-05-04,7271.0
453,Africa,2021-05-05,9627.0
454,Africa,2021-05-06,13277.0
455,Africa,2021-05-07,9370.0
456,Africa,2021-05-08,6392.0
457,Africa,2021-05-09,9725.0
458,Africa,2021-05-10,6989.0
459,Africa,2021-05-11,7272.0
460,Africa,2021-05-12,9031.0
461,Africa,2021-05-13,8638.0
462,Africa,2021-05-14,8168.0
463,Africa,2021-05-15,6991.0
464,Africa,2021-05-16,7153.0
465,Africa,2021-05-17,7329.0
466,Africa,2021-05-18,10676.0
467,Africa,2021-05-19,10184.0
468,Africa,2021-05-20,11508.0
469,Africa,2021-05-21,10166.0
470,Africa,2021-05-22,9988.0
471,Africa,2021-05-23,8139.0
472,Africa,2021-05-24,8498.0
473,Africa,2021-05-25,5823.0
474,Africa,2021-05-26,14206.0
475,Africa,2021-05-27,11693.0
476,Africa,2021-05-28,12448.0
477,Africa,2021-05-29,11867.0
478,Africa,2021-05-30,5964.0
479,Africa,2021-05-31,13186.0
480,Africa,2021-06-01,10120.0
481,Africa,2021-06-02,13822.0
482,Africa,2021-06-03,14831.0
483,Africa,2021-06-04,14937.0
484,Africa,2021-06-05,12708.0
485,Africa,2021-06-06,12729.0
486,Africa,2021-06-07,11406.0
487,Africa,2021-06-08,12994.0
488,Africa,2021-06-09,18517.0
489,Africa,2021-06-10,21743.0
490,Africa,2021-06-11,19898.0
491,Africa,2021-06-12,20859.0
492,Africa,2021-06-13,16913.0
493,Africa,2021-06-14,15622.0
494,Africa,2021-06-15,19851.0
495,Africa,2021-06-16,26299.0
496,Africa,2021-06-17,27278.0
497,Africa,2021-06-18,24105.0
498,Africa,2021-06-19,23740.0
499,Africa,2021-06-20,23008.0
500,Africa,2021-06-21,23799.0
501,Africa,2021-06-22,22756.0
502,Africa,2021-06-23,32879.0
503,Africa,2021-06-24,34062.0
504,Africa,2021-06-25,35083.0
505,Africa,2021-06-26,34609.0
506,Africa,2021-06-27,27510.0
507,Africa,2021-06-28,24928.0
508,Africa,2021-06-29,28374.0
509,Africa,2021-06-30,38802.0
510,Africa,2021-07-01,42918.0
511,Africa,2021-07-02,43159.0
512,Africa,2021-07-03,43476.0
513,Africa,2021-07-04,31743.0
514,Africa,2021-07-05,28288.0
515,Africa,2021-07-06,36870.0
516,Africa,2021-07-07,44424.0
517,Africa,2021-07-08,47314.0
518,Africa,2021-07-09,46609.0
519,Africa,2021-07-10,45466.0
520,Africa,2021-07-11,35453.0
521,Africa,2021-07-12,34505.0
522,Africa,2021-07-13,38475.0
523,Africa,2021-07-14,44209.0
524,Africa,2021-07-15,48610.0
525,Africa,2021-07-16,41398.0
526,Africa,2021-07-17,39048.0
527,Africa,2021-07-18,36013.0
528,Africa,2021-07-19,30235.0
529,Africa,2021-07-20,33568.0
530,Africa,2021-07-21,33399.0
531,Africa,2021-07-22,38632.0
532,Africa,2021-07-23,31666.0
533,Africa,2021-07-24,35576.0
534,Africa,2021-07-25,33032.0
535,Africa,2021-07-26,33802.0
536,Africa,2021-07-27,31442.0
537,Africa,2021-07-28,48624.0
538,Africa,2021-07-29,47636.0
539,Africa,2021-07-30,43023.0
540,Africa,2021-07-31,36215.0
541,Africa,2021-08-01,34210.0
542,Africa,2021-08-02,34166.0
543,Africa,2021-08-03,32704.0
544,Africa,2021-08-04,45181.0
545,Africa,2021-08-05,47809.0
546,Africa,2021-08-06,41995.0
547,Africa,2021-08-07,36319.0
548,Africa,2021-08-08,34061.0
549,Africa,2021-08-09,33177.0
550,Africa,2021-08-10,34503.0
551,Africa,2021-08-11,34605.0
552,Africa,2021-08-12,46340.0
553,Africa,2021-08-13,40479.0
554,Africa,2021-08-14,33881.0
555,Africa,2021-08-15,29266.0
556,Africa,2021-08-16,29032.0
557,Africa,2021-08-17,32277.0
558,Africa,2021-08-18,43954.0
559,Africa,2021-08-19,39337.0
560,Africa,2021-08-20,37147.0
561,Africa,2021-08-21,31232.0
562,Africa,2021-08-22,27793.0
563,Africa,2021-08-23,48277.0
564,Africa,2021-08-24,29802.0
565,Africa,2021-08-25,36083.0
566,Africa,2021-08-26,38576.0
567,Africa,2021-08-27,34014.0
568,Africa,2021-08-28,29276.0
569,Africa,2021-08-29,21397.0
570,Africa,2021-08-30,21452.0
571,Africa,2021-08-31,22708.0
572,Africa,2021-09-01,30793.0
573,Africa,2021-09-02,28451.0
574,Africa,2021-09-03,26115.0
575,Africa,2021-09-04,21285.0
576,Africa,2021-09-05,18194.0
577,Africa,2021-09-06,16836.0
578,Africa,2021-09-07,19011.0
579,Africa,2021-09-08,23622.0
580,Africa,2021-09-09,21752.0
581,Africa,2021-09-10,19874.0
582,Africa,2021-09-11,15485.0
583,Africa,2021-09-12,13101.0
584,Africa,2021-09-13,12374.0
585,Africa,2021-09-14,25179.0
586,Africa,2021-09-15,17315.0
587,Africa,2021-09-16,21379.0
588,Africa,2021-09-17,16028.0
589,Africa,2021-09-18,11494.0
590,Africa,2021-09-19,9418.0
591,Africa,2021-09-20,10929.0
592,Africa,2021-09-21,11480.0
593,Africa,2021-09-22,16021.0
594,Africa,2021-09-23,39078.0
595,Africa,2021-09-24,12063.0
596,Africa,2021-09-25,9925.0
597,Africa,2021-09-26,6021.0
598,Africa,2021-09-27,8889.0
599,Africa,2021-09-28,8775.0
600,Africa,2021-09-29,16022.0
601,Africa,2021-09-30,13595.0
602,Africa,2021-10-01,17344.0
603,Africa,2021-10-02,6361.0
604,Africa,2021-10-03,5455.0
605,Africa,2021-10-04,4939.0
606,Africa,2021-10-05,9000.0
607,Africa,2021-10-06,12375.0
608,Africa,2021-10-07,8063.0
609,Africa,2021-10-08,6108.0
610,Africa,2021-10-09,4792.0
611,Africa,2021-10-10,4702.0
612,Africa,2021-10-11,5316.0
613,Africa,2021-10-12,5616.0
614,Africa,2021-10-13,9688.0
615,Africa,2021-10-14,6366.0
616,Africa,2021-10-15,6019.0
617,Africa,2021-10-16,4666.0
618,Africa,2021-10-17,3983.0
619,Africa,2021-10-18,6802.0
620,Africa,2021-10-19,6054.0
621,Africa,2021-10-20,4586.0
622,Africa,2021-10-21,5700.0
623,Africa,2021-10-22,4648.0
624,Africa,2021-10-23,4015.0
625,Africa,2021-10-24,3297.0
626,Africa,2021-10-25,6701.0
627,Africa,2021-10-26,5043.0
628,Africa,2021-10-27,7609.0
629,Africa,2021-10-28,5895.0
630,Africa,2021-10-29,4911.0
631,Africa,2021-10-30,3641.0
632,Africa,2021-10-31,4084.0
633,Africa,2021-11-01,4677.0
634,Africa,2021-11-02,4850.0
635,Africa,2021-11-03,5595.0
636,Africa,2021-11-04,5001.0
637,Africa,2021-11-05,10810.0
638,Africa,2021-11-06,4408.0
639,Africa,2021-11-07,3954.0
640,Africa,2021-11-08,5370.0
641,Africa,2021-11-09,5742.0
642,Africa,2021-11-10,8986.0
643,Africa,2021-11-11,5882.0
644,Africa,2021-11-12,4896.0
645,Africa,2021-11-13,4115.0
646,Africa,2021-11-14,2979.0
647,Africa,2021-11-15,5616.0
648,Africa,2021-11-16,5371.0
649,Africa,2021-11-17,4917.0
650,Africa,2021-11-18,5037.0
651,Africa,2021-11-19,4825.0
652,Africa,2021-11-20,4004.0
653,Africa,2021-11-21,4249.0
654,Africa,2021-11-22,4243.0
655,Africa,2021-11-23,5056.0
656,Africa,2021-11-24,5838.0
657,Africa,2021-11-25,5877.0
658,Africa,2021-11-26,5730.0
659,Africa,2021-11-27,5559.0
660,Africa,2021-11-28,5573.0
661,Africa,2021-11-29,6688.0
662,Africa,2021-11-30,8181.0
663,Africa,2021-12-01,13285.0
664,Africa,2021-12-02,15939.0
665,Africa,2021-12-03,21636.0
666,Africa,2021-12-04,20430.0
667,Africa,2021-12-05,14534.0
668,Africa,2021-12-06,17160.0
669,Africa,2021-12-07,20150.0
670,Africa,2021-12-08,33732.0
671,Africa,2021-12-09,32457.0
672,Africa,2021-12-10,27097.0
673,Africa,2021-12-11,32984.0
674,Africa,2021-12-12,45379.0
675,Africa,2021-12-13,17081.0
676,Africa,2021-12-14,38980.0
677,Africa,2021-12-15,47002.0
678,Africa,2021-12-16,44313.0
679,Africa,2021-12-17,41570.0
680,Africa,2021-12-18,28193.0
681,Africa,2021-12-19,29086.0
682,Africa,2021-12-20,34469.0
683,Africa,2021-12-21,35545.0
684,Africa,2021-12-22,50937.0
685,Africa,2021-12-23,55955.0
686,Africa,2021-12-24,49308.0
687,Africa,2021-12-25,41085.0
688,Africa,2021-12-26,23634.0
689,Africa,2021-12-27,32569.0
690,Africa,2021-12-28,42630.0
691,Africa,2021-12-29,48937.0
692,Africa,2021-12-30,60523.0
693,Africa,2021-12-31,52550.0
694,Africa,2022-01-01,40559.0
695,Africa,2022-01-02,23037.0
696,Africa,2022-01-03,27514.0
697,Africa,2022-01-04,58091.0
698,Africa,2022-01-05,55236.0
699,Africa,2022-01-06,57641.0
700,Africa,2022-01-07,48460.0
701,Africa,2022-01-08,42379.0
702,Africa,2022-01-09,28697.0
703,Africa,2022-01-10,31633.0
704,Africa,2022-01-11,38467.0
705,Africa,2022-01-12,39883.0
706,Africa,2022-01-13,46602.0
707,Africa,2022-01-14,40292.0
708,Africa,2022-01-15,36976.0
709,Africa,2022-01-16,17418.0
710,Africa,2022-01-17,30200.0
711,Africa,2022-01-18,26951.0
712,Africa,2022-01-19,35229.0
713,Africa,2022-01-20,49355.0
714,Africa,2022-01-21,37422.0
715,Africa,2022-01-22,41068.0
716,Africa,2022-01-23,16482.0
717,Africa,2022-01-24,26924.0
718,Africa,2022-01-25,56070.0
719,Africa,2022-01-26,33504.0
720,Africa,2022-01-27,37504.0
721,Africa,2022-01-28,28556.0
722,Africa,2022-01-29,32972.0
723,Africa,2022-01-30,16386.0
724,Africa,2022-01-31,29410.0
725,Africa,2022-02-01,27003.0
726,Africa,2022-02-02,19647.0
727,Africa,2022-02-03,31865.0
728,Africa,2022-02-04,17563.0
729,Africa,2022-02-05,22435.0
730,Africa,2022-02-06,16589.0
731,Africa,2022-02-07,15320.0
732,Africa,2022-02-08,17353.0
733,Africa,2022-02-09,21429.0
734,Africa,2022-02-10,21034.0
735,Africa,2022-02-11,18311.0
736,Africa,2022-02-12,13909.0
737,Africa,2022-02-13,11536.0
738,Africa,2022-02-14,13865.0
739,Africa,2022-02-15,13899.0
740,Africa,2022-02-16,18127.0
741,Africa,2022-02-17,17588.0
742,Africa,2022-02-18,16751.0
743,Africa,2022-02-19,9369.0
744,Africa,2022-02-20,15250.0
745,Africa,2022-02-21,11221.0
746,Africa,2022-02-22,12999.0
747,Africa,2022-02-23,13590.0
748,Africa,2022-02-24,12339.0
749,Africa,2022-02-25,12098.0
750,Africa,2022-02-26,8749.0
751,Africa,2022-02-27,8515.0
752,Africa,2022-02-28,7746.0
753,Africa,2022-03-01,7355.0
754,Africa,2022-03-02,6736.0
755,Africa,2022-03-03,6103.0
756,Africa,2022-03-04,6862.0
757,Africa,2022-03-05,7078.0
758,Africa,2022-03-06,3424.0
759,Africa,2022-03-07,3882.0
760,Africa,2022-03-08,15922.0
761,Africa,2022-03-09,5184.0
762,Africa,2022-03-10,17036.0
763,Africa,2022-03-11,5402.0
764,Africa,2022-03-12,10795.0
765,Africa,2022-03-13,2495.0
766,Africa,2022-03-14,2222.0
767,Africa,2022-03-15,2943.0
768,Africa,2022-03-16,4012.0
769,Africa,2022-03-17,2502.0
770,Africa,2022-03-18,13503.0
771,Africa,2022-03-19,1995.0
772,Africa,2022-03-20,1383.0
773,Africa,2022-03-21,7285.0
774,Africa,2022-03-22,5867.0
775,Africa,2022-03-23,2335.0
776,Africa,2022-03-24,14578.0
777,Africa,2022-03-25,2571.0
778,Africa,2022-03-26,1925.0
779,Africa,2022-03-27,1483.0
780,Africa,2022-03-28,5648.0
